Area Name,Area Type,SOC Title,Standard Occupational Classification (SOC),SOC Major Group,SOC Classification,2022 Estimated Employment,2032 Projected Employment,Change,Percent Change,Annualized Percent Growth (Grow Rate),Exits,Transfers,Openings,Mean Annual,Entry Annual,25th Percentile Anual,Median Annual,75th Percentile Annual,Experienced Annual,Typical Education Required for Entry,Typical Work Experience Required in Related Occupation,Typical On-the-Job Training Required to Achieve Competency
West Kentucky LWA,LWA Level,Phlebotomists,319097,31,,153,161,8,5.2288,0.511,77,122,207,34059,28764,30017,34669,37227,38727,Postsecondary nondegree award,None,None
West Kentucky LWA,LWA Level,"Healthcare Support Workers, All Other",319099,31,,186,178,-8,-4.3011,-0.4387,102,140,234,47061,32614,40206,46488,54475,60694,High school diploma or equivalent,None,None
West Kentucky LWA,LWA Level,Protective Service Occupations,330000,33,1st Degree,3043,2996,-47,-1.5445,-0.1555,1268,1658,2879,43903,28102,33806,40102,49670,63773,,,
West Kentucky LWA,LWA Level,First-Line Supervisors of Correctional Officers,331011,33,,175,170,-5,-2.8571,-0.2895,58,79,132,48038,38189,40747,44907,49537,59114,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,First-Line Supervisors of Police and Detectives,331012,33,,151,157,6,3.9735,0.3904,43,57,106,68753,45677,53872,62157,78400,102634,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,First-Line Supervisors of Firefighting and Prevention Workers,331021,33,,178,184,6,3.3708,0.3321,45,65,116,59250,39748,47720,58526,65772,77371,Postsecondary nondegree award,Less than 5 years,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,First-Line Supervisors of Security Workers,331091,33,,44,38,-6,-13.6364,-1.4553,16,21,31,59421,41600,53435,56659,64730,92474,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,Bailiffs,333011,33,,40,40,0,0,0,41,14,55,31518,22643,25693,27324,35170,39089,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Correctional Officers and Jailers,333012,33,,626,584,-42,-6.7093,-0.6921,208,314,480,36118,29263,32989,36054,37978,43989,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Detectives and Criminal Investigators,333021,33,,46,46,0,0,0,15,19,34,75375,40123,49795,65949,86382,131310,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Police and Sheriff's Patrol Officers,333051,33,,589,614,25,4.2445,0.4166,176,281,482,48539,35502,40872,48973,55091,62906,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Animal Control Workers,339011,33,,21,23,2,9.5238,0.9139,11,9,22,36845,25108,29817,35806,38035,57064,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Private Detectives and Investigators,339021,33,,13,13,0,0,0,5,6,11,,,,,,,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Security Guards,339032,33,,537,485,-52,-9.6834,-1.0133,296,380,624,39255,21256,29210,34887,43410,56782,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Protective Service Workers, All Other",339099,33,,61,67,6,9.8361,0.9426,102,86,194,38834,33471,34630,37837,40799,44366,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Food Preparation and Serving Related Occupations,350000,35,1st Degree,15396,16461,1065,6.9174,0.6711,12427,15255,28747,26766,17827,21075,23701,29351,36614,,,
West Kentucky LWA,LWA Level,Chefs and Head Cooks,351011,35,,121,137,16,13.2231,1.2496,50,102,168,50275,28811,34263,50055,62817,75442,High school diploma or equivalent,5 years or more,None
West Kentucky LWA,LWA Level,First-Line Supervisors of Food Preparation and Serving Workers,351012,35,,1664,1895,231,13.8822,1.3084,896,1704,2831,35269,23920,28462,33619,37996,48172,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,"Cooks, Fast Food",352011,35,,3865,3666,-199,-5.1488,-0.5272,2568,3070,5439,23770,20200,21300,22360,26218,28927,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Cooks, Institution and Cafeteria",352012,35,,1161,1220,59,5.0818,0.4969,812,971,1842,29284,21840,24802,28080,30698,37620,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Cooks, Restaurant",352014,35,,1443,1904,461,31.9473,2.8111,1141,1364,2966,28951,20823,23665,27937,30894,36110,No formal educational credential,Less than 5 years,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Food Preparation Workers,352021,35,,1387,1426,39,2.8118,0.2777,1247,1251,2537,24138,18027,20454,22062,28403,31183,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Bartenders,353011,35,,416,440,24,5.7692,0.5625,232,499,755,27217,15222,15977,21237,30830,48797,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Fast Food and Counter Workers,353023,35,,1704,1912,208,12.2066,1.1584,1997,2131,4336,22935,18007,20800,22111,25081,28020,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Waiters and Waitresses,353031,35,,2239,2353,114,5.0916,0.4979,1975,2774,4863,27817,15622,17287,20909,34830,48751,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Food Servers, Nonrestaurant",353041,35,,165,170,5,3.0303,0.299,137,136,278,28657,21282,22809,27756,35647,36399,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Dishwashers,359021,35,,398,420,22,5.5276,0.5395,360,344,726,24655,20970,21888,23331,26377,30083,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",359031,35,,454,499,45,9.9119,0.9496,641,556,1242,21993,17037,18330,21353,22284,27777,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Building and Grounds Cleaning and Maintenance Occupations,370000,37,1st Degree,4719,4912,193,4.0898,0.4016,3034,3407,6634,31056,22285,25815,29498,34868,41118,,,
West Kentucky LWA,LWA Level,First-Line Supervisors of Housekeeping and Janitorial Workers,371011,37,,310,320,10,3.2258,0.318,164,197,371,38196,29062,32837,34744,39920,51367,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",371012,37,,199,207,8,4.0201,0.3949,81,125,214,48530,32085,39266,45381,55574,71663,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",372011,37,,1758,1820,62,3.5267,0.3472,1246,1244,2552,30995,23720,26682,29498,34480,40560,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Maids and Housekeeping Cleaners,372012,37,,1313,1345,32,2.4372,0.2411,990,892,1914,26439,20650,23288,26186,29328,34369,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Landscaping and Groundskeeping Workers,373011,37,,930,1000,70,7.5269,0.7283,480,749,1299,32493,22623,27623,29981,36084,43761,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",373012,37,,29,29,0,0,0,10,27,37,42218,28577,41118,43105,48652,48837,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Tree Trimmers and Pruners,373013,37,,45,49,4,8.8889,0.8552,17,42,63,37756,15080,31200,37440,46619,47629,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Grounds Maintenance Workers, All Other",373019,37,,14,14,0,0,0,5,13,18,44456,20242,34793,37625,46417,76835,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Personal Care and Service Occupations,390000,39,1st Degree,3629,3852,223,6.1449,0.5981,2566,3873,6662,29671,19701,21976,27506,32719,44154,,,
West Kentucky LWA,LWA Level,First-Line Supervisors of Personal Service Workers,391022,39,,173,190,17,9.8266,0.9417,76,118,211,39609,22816,28546,36109,48440,57084,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,"Ushers, Lobby Attendants, and Ticket Takers",393031,39,,37,59,22,59.4595,4.7768,67,73,162,23033,16887,18720,21338,26062,33227,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Amusement and Recreation Attendants,393091,39,,187,200,13,6.9519,0.6744,216,324,553,23021,17646,18489,21772,25430,31298,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Embalmers,394011,39,,39,37,-2,-5.1282,-0.5251,18,37,53,50363,34903,44966,48430,55231,58542,Associate degree,None,Long-term on-the-job training
West Kentucky LWA,LWA Level,"Morticians, Undertakers, and Funeral Arrangers",394031,39,,62,61,-1,-1.6129,-0.1625,29,43,71,42680,28851,37148,43531,48534,54204,Associate degree,None,Long-term on-the-job training
West Kentucky LWA,LWA Level,"Hairdressers, Hairstylists, and Cosmetologists",395012,39,,214,219,5,2.3364,0.2312,129,163,297,41599,18016,21625,29503,47328,57148,Postsecondary nondegree award,None,None
West Kentucky LWA,LWA Level,Childcare Workers,399011,39,,1442,1455,13,0.9015,0.0898,1046,1351,2410,25453,20777,21852,26332,27877,30262,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Exercise Trainers and Group Fitness Instructors,399031,39,,212,240,28,13.2075,1.2483,137,277,442,40289,24284,28676,41600,48079,54546,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Recreation Workers,399032,39,,372,392,20,5.3763,0.5251,280,499,799,27480,18405,19714,26000,32968,38627,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Sales and Related Occupations,410000,41,1st Degree,15442,15342,-100,-0.6476,-0.0649,9956,11760,21616,38163,20178,22954,28933,38559,62159,,,
West Kentucky LWA,LWA Level,First-Line Supervisors of Retail Sales Workers,411011,41,,2144,2078,-66,-3.0784,-0.3122,823,1245,2002,42012,24897,28276,35781,48609,61272,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,First-Line Supervisors of Non-Retail Sales Workers,411012,41,,135,124,-11,-8.1481,-0.8463,44,61,94,73400,44176,49255,60827,84363,116878,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,Cashiers,412011,41,,5054,4780,-274,-5.4214,-0.5558,4729,4765,9220,24682,18460,20958,23854,27585,29925,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Counter and Rental Clerks,412021,41,,218,230,12,5.5046,0.5373,127,133,272,33734,20369,27421,33101,41134,45496,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Parts Salespersons,412022,41,,458,462,4,0.8734,0.087,223,312,539,35796,22626,27696,34494,43912,49260,No formal educational credential,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Retail Salespersons,412031,41,,4406,4503,97,2.2015,0.218,2924,3527,6548,31900,19964,22505,28599,34113,45535,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Insurance Sales Agents,413021,41,,395,436,41,10.3797,0.9925,155,172,368,51204,28597,29261,29470,45873,95312,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Securities, Commodities, and Financial Services Sales Agents",413031,41,,146,161,15,10.274,0.9828,43,70,128,157336,32339,39099,64471,165971,,Bachelor's degree,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",413091,41,,702,710,8,1.1396,0.1134,181,478,667,56115,30292,37071,45225,63631,96505,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",414011,41,,195,204,9,4.6154,0.4522,66,109,184,79097,34960,47129,67563,93671,151632,Bachelor's degree,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",414012,41,,1026,1068,42,4.0936,0.402,348,572,962,70537,30184,41600,59987,85318,116867,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Real Estate Sales Agents,419022,41,,243,262,19,7.8189,0.7557,118,92,229,46316,17992,23005,29819,57264,91304,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Sales and Related Workers, All Other",419099,41,,176,192,16,9.0909,0.8739,102,138,256,44242,24174,28887,33102,48317,86947,High school diploma or equivalent,None,None
West Kentucky LWA,LWA Level,Office and Administrative Support Occupations,430000,43,1st Degree,19878,19059,-819,-4.1201,-0.4199,10506,11528,21215,39586,24579,29585,36336,45683,58759,,,
West Kentucky LWA,LWA Level,First-Line Supervisors of Office and Administrative Support Workers,431011,43,,1399,1369,-30,-2.1444,-0.2165,579,742,1291,57044,35707,42470,53194,63575,81328,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,Bill and Account Collectors,433011,43,,217,205,-12,-5.53,-0.5673,103,121,212,39277,31085,31414,37298,42392,51584,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Billing and Posting Clerks,433021,43,,359,366,7,1.9499,0.1933,172,199,378,37640,30159,32801,35357,43423,48353,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Bookkeeping, Accounting, and Auditing Clerks",433031,43,,2550,2424,-126,-4.9412,-0.5055,1612,1268,2754,43034,27300,34534,40897,49729,60820,"Some college, no degree",None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Payroll and Timekeeping Clerks,433051,43,,160,137,-23,-14.375,-1.5399,72,77,126,47506,35625,38967,45169,55532,63672,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Procurement Clerks,433061,43,,82,75,-7,-8.5366,-0.8883,24,49,66,43220,31200,35812,40620,51112,57574,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Tellers,433071,43,,575,503,-72,-12.5217,-1.3289,242,306,476,33978,28153,29748,34592,35982,42856,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Brokerage Clerks,434011,43,,20,19,-1,-5,-0.5116,10,12,21,44435,36557,36557,44878,44878,54484,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Court, Municipal, and License Clerks",434031,43,,254,261,7,2.7559,0.2722,133,123,263,37580,25386,30784,35263,43992,47695,High school diploma or equivalent,None,Long-term on-the-job training
West Kentucky LWA,LWA Level,"Credit Authorizers, Checkers, and Clerks",434041,43,,37,36,-1,-2.7027,-0.2736,13,17,29,48057,34521,45371,46835,58518,58518,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Customer Service Representatives,434051,43,,2451,2415,-36,-1.4688,-0.1479,1360,1908,3232,35031,24390,27832,32723,39884,48524,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Eligibility Interviewers, Government Programs",434061,43,,46,47,1,2.1739,0.2153,18,22,41,50202,37690,40997,51709,57574,63773,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,File Clerks,434071,43,,24,22,-2,-8.3333,-0.8663,14,14,26,31932,22705,24992,32031,35308,40080,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Hotel, Motel, and Resort Desk Clerks",434081,43,,331,328,-3,-0.9063,-0.091,208,316,521,23806,18470,21371,24113,26358,26936,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Interviewers, Except Eligibility and Loan",434111,43,,73,71,-2,-2.7397,-0.2774,38,49,85,36396,28418,34449,36757,38540,43918,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Library Assistants, Clerical",434121,43,,173,164,-9,-5.2023,-0.5328,167,126,284,28757,23697,23698,28673,28928,35350,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Loan Interviewers and Clerks,434131,43,,210,209,-1,-0.4762,-0.0477,71,102,172,41758,31491,37524,42310,46384,48279,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,New Accounts Clerks,434141,43,,78,68,-10,-12.8205,-1.3626,23,43,56,39957,31414,37901,40325,41933,44890,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Order Clerks,434151,43,,152,138,-14,-9.2105,-0.9616,70,94,150,37126,22357,22639,34200,43669,62067,"Some college, no degree",None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Human Resources Assistants, Except Payroll and Timekeeping",434161,43,,106,104,-2,-1.8868,-0.1903,46,70,114,37132,15080,33278,37690,43971,52324,Associate degree,None,None
West Kentucky LWA,LWA Level,Receptionists and Information Clerks,434171,43,,1059,1089,30,2.8329,0.2797,680,746,1456,29313,21315,23471,28669,34271,37186,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Information and Record Clerks, All Other",434199,43,,238,230,-8,-3.3613,-0.3413,121,143,256,46507,33785,37937,48235,54475,59134,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Couriers and Messengers,435021,43,,155,159,4,2.5806,0.2551,76,92,172,32471,26531,28163,31414,33721,37333,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Public Safety Telecommunicators,435031,43,,154,161,7,4.5455,0.4455,73,84,164,36126,24751,27910,36905,41829,51172,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Dispatchers, Except Police, Fire, and Ambulance",435032,43,,278,282,4,1.4388,0.143,112,150,266,44350,28535,35566,42256,50122,64362,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Meter Readers, Utilities",435041,43,,49,45,-4,-8.1633,-0.848,19,21,36,47105,33510,34970,48598,55557,71753,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Postal Service Clerks,435051,43,,115,94,-21,-18.2609,-1.9962,51,37,67,57783,41704,51397,59010,66477,71843,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Postal Service Mail Carriers,435052,43,,424,348,-76,-17.9245,-1.9559,157,132,213,57263,41475,41475,52281,73278,80163,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",435053,43,,15,12,-3,-20,-2.2067,7,5,9,58542,41704,41704,57533,71843,73154,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Production, Planning, and Expediting Clerks",435061,43,,374,405,31,8.2888,0.7995,151,243,425,55330,31891,41968,50851,63315,83851,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Shipping, Receiving, and Inventory Clerks",435071,43,,940,898,-42,-4.4681,-0.4561,379,547,884,39324,27841,31272,38079,45580,50487,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",435111,43,,101,109,8,7.9208,0.7652,57,72,137,37998,33280,36023,36023,38868,48450,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Executive Secretaries and Executive Administrative Assistants,436011,43,,203,164,-39,-19.2118,-2.1108,83,103,147,59142,38121,45906,54576,70419,85343,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,Legal Secretaries and Administrative Assistants,436012,43,,205,166,-39,-19.0244,-2.0881,107,102,170,36806,29801,32874,32963,39063,48173,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Medical Secretaries and Administrative Assistants,436013,43,,1061,1138,77,7.2573,0.7031,583,557,1217,34656,25632,29243,34721,37371,45519,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",436014,43,,2074,1868,-206,-9.9325,-1.0407,1148,1037,1979,36927,26000,30293,36040,42753,48869,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Data Entry Keyers,439021,43,,189,149,-40,-21.164,-2.35,85,111,156,30572,21582,21965,29929,34986,38988,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Insurance Claims and Policy Processing Clerks,439041,43,,117,117,0,0,0,47,58,105,40451,28354,33778,38553,41916,53449,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Mail Clerks and Mail Machine Operators, Except Postal Service",439051,43,,22,23,1,4.5455,0.4455,15,14,30,31801,18990,26105,29798,35277,49005,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Office Clerks, General",439061,43,,2407,2281,-126,-5.2347,-0.5362,1416,1378,2668,35058,22277,27502,33344,39494,49005,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Office Machine Operators, Except Computer",439071,43,,15,14,-1,-6.6667,-0.6876,9,11,19,31773,28803,31555,31727,35532,35902,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Office and Administrative Support Workers, All Other",439199,43,,218,202,-16,-7.3394,-0.7594,85,134,203,43460,22439,30018,38600,48235,65370,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Farming, Fishing, and Forestry Occupations",450000,45,1st Degree,1029,1102,73,7.0943,0.6877,586,970,1629,41167,25566,29416,39334,47433,56014,,,
West Kentucky LWA,LWA Level,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",451011,45,,47,53,6,12.766,1.2087,26,39,71,56639,26957,39418,47237,91115,91115,High school diploma or equivalent,Less than 5 years,None
West Kentucky LWA,LWA Level,Agricultural Inspectors,452011,45,,58,56,-2,-3.4483,-0.3503,27,63,88,51187,34174,37690,48235,59134,67080,Bachelor's degree,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Agricultural Equipment Operators,452091,45,,95,112,17,17.8947,1.6598,59,94,170,42907,37540,39333,40392,49389,51767,No formal educational credential,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",452092,45,,395,458,63,15.9494,1.4908,242,386,691,36658,24545,25802,36475,46628,46920,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Farmworkers, Farm, Ranch, and Aquacultural Animals",452093,45,,214,216,2,0.9346,0.0931,122,195,319,41611,22337,35090,45813,49589,51416,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Logging Equipment Operators,454022,45,,88,81,-7,-7.9545,-0.8255,42,78,113,34095,25100,25566,28015,36983,63831,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Construction and Extraction Occupations,470000,47,1st Degree,8064,8184,120,1.4881,0.1478,2790,4127,7037,52501,31191,38278,48274,61570,77502,,,
West Kentucky LWA,LWA Level,First-Line Supervisors of Construction Trades and Extraction Workers,471011,47,,733,745,12,1.6371,0.1625,246,336,594,70055,46490,54692,64481,80686,101316,High school diploma or equivalent,5 years or more,None
West Kentucky LWA,LWA Level,Boilermakers,472011,47,,17,16,-1,-5.8824,-0.6044,6,8,13,77823,61262,68594,74745,94307,99029,High school diploma or equivalent,None,Apprenticeship
West Kentucky LWA,LWA Level,Brickmasons and Blockmasons,472021,47,,117,116,-1,-0.8547,-0.0858,41,51,91,58149,32857,34572,61782,62459,105997,High school diploma or equivalent,None,Apprenticeship
West Kentucky LWA,LWA Level,Carpenters,472031,47,,1004,1012,8,0.7968,0.0794,351,475,834,48546,32785,39567,47972,55886,62073,High school diploma or equivalent,None,Apprenticeship
West Kentucky LWA,LWA Level,Cement Masons and Concrete Finishers,472051,47,,159,150,-9,-5.6604,-0.581,39,76,106,49134,32144,36885,48110,54762,69159,No formal educational credential,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Construction Laborers,472061,47,,1659,1731,72,4.34,0.4257,586,855,1513,41731,29030,34646,39478,47094,53952,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Operating Engineers and Other Construction Equipment Operators,472073,47,,915,941,26,2.8415,0.2806,308,468,802,54475,38804,45888,50452,63900,76043,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Electricians,472111,47,,912,959,47,5.1535,0.5038,311,504,862,56279,33105,44462,55141,71986,78824,High school diploma or equivalent,None,Apprenticeship
West Kentucky LWA,LWA Level,"Insulation Workers, Floor, Ceiling, and Wall",472131,47,,53,53,0,0,0,15,25,40,43832,34135,35943,42339,46106,58280,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Painters, Construction and Maintenance",472141,47,,212,212,0,0,0,72,90,162,43691,29036,37544,39674,53845,63352,No formal educational credential,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Plumbers, Pipefitters, and Steamfitters",472152,47,,616,619,3,0.487,0.0486,195,331,529,63272,35948,45452,64065,78442,85270,High school diploma or equivalent,None,Apprenticeship
West Kentucky LWA,LWA Level,Roofers,472181,47,,84,84,0,0,0,23,41,64,45193,30621,37468,45182,50151,61027,No formal educational credential,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Sheet Metal Workers,472211,47,,62,63,1,1.6129,0.1601,23,34,58,52405,34194,37461,51869,61091,81055,High school diploma or equivalent,None,Apprenticeship
West Kentucky LWA,LWA Level,Structural Iron and Steel Workers,472221,47,,148,151,3,2.027,0.2009,38,89,130,62399,47714,52777,61877,68306,76768,High school diploma or equivalent,None,Apprenticeship
West Kentucky LWA,LWA Level,Helpers--Electricians,473013,47,,55,52,-3,-5.4545,-0.5593,19,40,56,34331,27040,29399,32910,36649,47303,High school diploma or equivalent,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,Construction and Building Inspectors,474011,47,,95,93,-2,-2.1053,-0.2125,61,45,104,59949,39302,45510,57762,73168,80933,High school diploma or equivalent,5 years or more,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Hazardous Materials Removal Workers,474041,47,,33,33,0,0,0,15,20,35,54296,37188,37699,51869,58341,90740,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Highway Maintenance Workers,474051,47,,342,374,32,9.3567,0.8985,160,159,351,34927,25399,29120,33711,40270,44478,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,Septic Tank Servicers and Sewer Pipe Cleaners,474071,47,,40,42,2,5,0.4891,15,22,39,36591,26397,29829,33828,39595,43753,High school diploma or equivalent,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Underground Mining Machine Operators, All Other",475049,47,,43,35,-8,-18.6047,-2.0375,16,26,34,53594,43428,46276,56368,56368,60727,No formal educational credential,None,Moderate-term on-the-job training
West Kentucky LWA,LWA Level,"Rock Splitters, Quarry",475051,47,,23,24,1,4.3478,0.4265,8,18,27,41110,33420,35712,37440,48268,50767,No formal educational credential,None,Short-term on-the-job training
West Kentucky LWA,LWA Level,"Installation, Maintenance, and Repair Occupations",490000,49,1st Degree,9096,9655,559,6.1456,0.5982,3551,4448,8558,55015,29652,38187,51841,67600,83976,,,
West Kentucky LWA,LWA Level,"First-Line Supervisors of Mechanics, Installers, and Repairers",491011,49,,787,821,34,4.3202,0.4238,310,349,693,70950,38317,48133,69279,92128,110819,High school diploma or equivalent,Less than 5 years,None
